/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_29_947.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_29_947.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_29_947.jpg, 0, 0, 0, 0.8478243
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_30_093.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_30_093.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_30_093.jpg, 0, 0, 0, 0.8378255
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_30_202.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_30_202.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_30_202.jpg, 0, 0, 0, 0.8307747
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_30_313.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_30_313.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_30_313.jpg, 0, 0, 0, 0.822413
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_30_430.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_30_430.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_30_430.jpg, 0, 0, 0, 0.8141577
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_30_549.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_30_549.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_30_549.jpg, 0, 0, 0, 0.806008
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_30_663.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_30_663.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_30_663.jpg, 0, 0, 0, 0.7992961
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_30_780.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_30_780.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_30_780.jpg, 0, 0, 0, 0.7913364
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_30_900.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_30_900.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_30_900.jpg, 0, 0, 0, 0.783478
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_31_013.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_31_013.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_31_013.jpg, 0, 0, 0, 0.7757199
/home/icarus/Downloads/Sim/IMG/center_2019_06_09_18_20_31_132.jpg, /home/icarus/Downloads/Sim/IMG/left_2019_06_09_18_20_31_132.jpg, /home/icarus/Downloads/Sim/IMG/right_2019_06_09_18_20_31_132.jpg, 0, 0, 0, 0.7680611
